x,P(X1=x)
0,0.4897959183673469
1,0.0
2,0.0
3,0.0
4,0.056689342403628114
5,0.09070294784580497
6,0.10430839002267572
7,0.09977324263038546
8,0.07936507936507936
9,0.04535147392290249
10,0.022675736961451247
11,0.009070294784580497
12,0.0022675736961451243
